Month,Clubs,Goals <4,Goals 5-6,Goals 7-8,Goals 9-10,Members 20+,Members +5,Member Base,Member T/Date,CCs,ACs,Ldrs,CCs/Mem,ACs/Mem,Ldrs/Mem,Pos. Dist. clubs,div,area,date,source
Jan 2018,4,4,0,0,0,2,1,73,81,0,0,2,0.0%,0.0%,2.5%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2018,4,2,2,0,0,3,1,73,85,0,0,2,0.0%,0.0%,2.4%,2,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2018,4,2,2,0,0,3,1,73,97,0,0,2,0.0%,0.0%,2.1%,2,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2018,5,2,3,0,0,2,1,93,69,0,0,3,0.0%,0.0%,4.3%,3,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2018,5,1,4,0,0,3,1,96,93,1,0,7,1.1%,0.0%,7.5%,3,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2018,5,1,2,2,0,4,0,96,96,5,0,13,5.2%,0.0%,13.5%,3,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2018,4,4,0,0,0,3,0,90,90,0,0,0,0.0%,0.0%,0.0%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2018,4,4,0,0,0,3,0,90,92,0,0,1,0.0%,0.0%,1.1%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2018,4,4,0,0,0,3,0,90,92,1,0,2,1.1%,0.0%,2.2%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2018,4,4,0,0,0,1,0,90,81,1,0,2,1.2%,0.0%,2.5%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2018,4,4,0,0,0,2,0,90,83,1,0,2,1.2%,0.0%,2.4%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2018,4,3,1,0,0,2,0,90,83,1,0,3,1.2%,0.0%,3.6%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2019,4,3,0,1,0,2,0,90,83,1,0,3,1.2%,0.0%,3.6%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2019,4,3,0,1,0,2,0,90,87,1,0,4,1.1%,0.0%,4.6%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2019,5,3,1,0,1,3,0,112,117,1,0,5,0.9%,0.0%,4.3%,1,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2019,5,3,1,0,1,2,0,112,87,1,0,5,1.1%,0.0%,5.7%,1,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2019,5,3,0,0,2,2,0,112,91,3,0,7,3.3%,0.0%,7.7%,1,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2019,5,3,0,0,2,3,0,112,96,3,0,7,3.1%,0.0%,7.3%,2,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2019,4,4,0,0,0,2,0,70,73,0,0,0,0.0%,0.0%,0.0%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2019,4,4,0,0,0,2,1,70,84,0,1,1,0.0%,1.2%,1.2%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2019,4,4,0,0,0,2,1,70,88,0,1,1,0.0%,1.1%,1.1%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2019,4,4,0,0,0,1,1,70,54,0,1,1,0.0%,1.9%,1.9%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2019,4,2,2,0,0,1,1,70,61,0,1,3,0.0%,1.6%,4.9%,1,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2019,4,2,2,0,0,1,1,70,61,0,1,3,0.0%,1.6%,4.9%,1,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2020,4,2,0,1,1,1,1,70,68,0,1,3,0.0%,1.5%,4.4%,1,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2020,4,2,0,1,1,1,1,70,72,0,1,3,0.0%,1.4%,4.2%,1,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2020,4,2,0,0,2,1,1,70,73,0,1,4,0.0%,1.4%,5.5%,1,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2020,4,2,0,0,2,1,0,70,35,0,1,4,0.0%,2.9%,11.4%,1,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2020,4,2,0,0,2,1,0,70,37,0,1,4,0.0%,2.7%,10.8%,1,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2020,4,2,0,0,2,1,0,70,41,3,3,9,7.3%,7.3%,22.0%,1,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2020,6,6,0,0,0,3,0,79,80,0,0,0,0.0%,0.0%,0.0%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2020,6,6,0,0,0,3,0,79,81,0,0,0,0.0%,0.0%,0.0%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2020,6,6,0,0,0,3,0,79,83,0,0,0,0.0%,0.0%,0.0%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2020,6,5,1,0,0,2,0,79,67,0,0,0,0.0%,0.0%,0.0%,1,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2020,6,5,1,0,0,2,0,79,70,0,0,0,0.0%,0.0%,0.0%,1,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2020,6,5,1,0,0,1,0,79,51,0,0,0,0.0%,0.0%,0.0%,1,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2021,6,5,0,1,0,1,0,79,53,0,0,0,0.0%,0.0%,0.0%,1,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2021,6,4,1,1,0,1,0,79,55,0,0,0,0.0%,0.0%,0.0%,1,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2021,6,3,2,0,1,1,0,79,57,0,0,0,0.0%,0.0%,0.0%,1,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2021,4,1,1,1,1,2,0,79,58,0,0,0,0.0%,0.0%,0.0%,2,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2015,7,7,0,0,0,5,0,90,155,1,0,0,0.6%,0.0%,0.0%,0,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2015,7,7,0,0,0,5,0,90,159,1,0,0,0.6%,0.0%,0.0%,0,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2015,6,6,0,0,0,5,0,90,162,1,0,0,0.6%,0.0%,0.0%,0,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2015,5,5,0,0,0,2,0,56,82,3,1,3,3.7%,1.2%,3.7%,0,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2015,6,5,1,0,0,4,1,90,125,3,1,5,2.4%,0.8%,4.0%,1,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2015,6,5,1,0,0,3,2,90,100,3,1,5,3.0%,1.0%,5.0%,1,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2016,6,5,1,0,0,3,2,90,100,3,1,5,3.0%,1.0%,5.0%,1,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2016,6,5,1,0,0,3,2,90,103,3,1,5,2.9%,1.0%,4.9%,1,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2016,6,4,1,1,0,4,1,90,117,3,1,5,2.6%,0.9%,4.3%,2,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2016,5,3,1,1,0,3,0,82,99,1,1,5,1.0%,1.0%,5.1%,1,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2016,5,3,1,1,0,2,0,82,65,1,1,5,1.5%,1.5%,7.7%,1,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2016,5,2,1,1,1,3,1,82,92,6,1,6,6.5%,1.1%,6.5%,3,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2016,4,4,0,0,0,3,0,69,95,0,0,2,0.0%,0.0%,2.1%,0,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2016,4,4,0,0,0,3,0,69,97,0,0,4,0.0%,0.0%,4.1%,0,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2016,4,4,0,0,0,2,0,69,71,0,0,5,0.0%,0.0%,7.0%,0,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2016,4,3,1,0,0,2,1,69,76,0,0,6,0.0%,0.0%,7.9%,1,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2016,4,3,1,0,0,2,2,69,82,0,0,6,0.0%,0.0%,7.3%,1,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2017,4,3,1,0,0,2,2,69,83,0,0,6,0.0%,0.0%,7.2%,1,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2017,4,2,2,0,0,3,1,69,90,0,0,6,0.0%,0.0%,6.7%,2,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2017,4,2,2,0,0,3,1,69,99,1,0,6,1.0%,0.0%,6.1%,2,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2017,4,2,2,0,0,2,1,69,73,1,0,7,1.4%,0.0%,9.6%,2,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2017,5,3,2,0,0,2,1,89,77,1,0,7,1.3%,0.0%,9.1%,2,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2017,5,2,1,2,0,4,1,90,156,4,0,8,2.6%,0.0%,5.1%,3,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2017,4,4,0,0,0,4,0,172,174,0,0,0,0.0%,0.0%,0.0%,0,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2017,4,4,0,0,0,4,0,174,182,1,0,3,0.5%,0.0%,1.6%,0,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2017,5,5,0,0,0,5,0,199,215,1,0,3,0.5%,0.0%,1.4%,0,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2017,5,5,0,0,0,5,0,199,153,1,0,4,0.7%,0.0%,2.6%,0,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2017,5,5,0,0,0,4,0,199,144,1,0,4,0.7%,0.0%,2.8%,0,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2017,5,5,0,0,0,5,0,199,164,1,0,4,0.6%,0.0%,2.4%,0,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2018,5,5,0,0,0,5,0,199,164,1,0,4,0.6%,0.0%,2.4%,0,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2018,5,3,2,0,0,5,0,199,165,1,0,4,0.6%,0.0%,2.4%,2,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2018,5,2,3,0,0,4,0,199,150,1,0,6,0.7%,0.0%,4.0%,3,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2018,4,1,3,0,0,3,0,174,127,1,0,6,0.8%,0.0%,4.7%,3,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2018,4,1,1,2,0,3,0,174,132,4,0,9,3.0%,0.0%,6.8%,3,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2018,4,1,1,1,1,3,0,174,187,4,2,9,2.1%,1.1%,4.8%,3,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2018,3,3,0,0,0,2,0,151,154,0,0,2,0.0%,0.0%,1.3%,0,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2018,4,4,0,0,0,3,0,178,183,0,0,2,0.0%,0.0%,1.1%,0,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2018,4,4,0,0,0,3,0,178,185,0,0,2,0.0%,0.0%,1.1%,0,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2018,4,4,0,0,0,3,0,178,126,0,0,2,0.0%,0.0%,1.6%,0,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2018,4,3,1,0,0,3,0,178,131,0,0,2,0.0%,0.0%,1.5%,1,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2018,4,3,1,0,0,3,0,178,131,0,0,2,0.0%,0.0%,1.5%,1,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2019,4,3,1,0,0,3,0,178,134,0,0,2,0.0%,0.0%,1.5%,1,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2019,4,3,1,0,0,3,0,178,136,0,0,2,0.0%,0.0%,1.5%,1,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2019,4,3,1,0,0,3,0,178,136,0,0,2,0.0%,0.0%,1.5%,1,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2019,4,3,0,1,0,3,0,178,82,0,1,2,0.0%,1.2%,2.4%,1,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2019,4,3,0,1,0,3,0,178,96,1,1,2,1.0%,1.0%,2.1%,1,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2019,4,3,0,0,1,3,0,178,107,1,2,2,0.9%,1.9%,1.9%,1,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2019,3,3,0,0,0,2,0,54,55,0,0,0,0.0%,0.0%,0.0%,0,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2019,3,3,0,0,0,2,0,54,55,0,0,0,0.0%,0.0%,0.0%,0,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2019,3,3,0,0,0,2,0,54,55,0,0,0,0.0%,0.0%,0.0%,0,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2019,3,2,0,1,0,1,0,54,41,0,0,0,0.0%,0.0%,0.0%,1,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2019,3,2,0,1,0,1,0,54,41,0,0,0,0.0%,0.0%,0.0%,1,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2019,3,2,0,0,1,1,0,54,42,0,0,0,0.0%,0.0%,0.0%,1,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2020,3,2,0,0,1,2,0,54,71,0,0,0,0.0%,0.0%,0.0%,1,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2020,3,1,1,0,1,2,0,54,73,0,0,0,0.0%,0.0%,0.0%,2,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2020,3,1,1,0,1,2,0,54,75,0,0,0,0.0%,0.0%,0.0%,2,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2020,2,0,1,0,1,1,0,46,33,0,0,0,0.0%,0.0%,0.0%,1,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2020,2,0,1,0,1,2,0,46,52,0,0,0,0.0%,0.0%,0.0%,2,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2020,2,0,1,0,1,2,0,46,56,0,0,0,0.0%,0.0%,0.0%,2,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2020,4,4,0,0,0,3,0,61,61,0,0,0,0.0%,0.0%,0.0%,0,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2020,4,4,0,0,0,3,0,61,61,0,0,0,0.0%,0.0%,0.0%,0,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2020,4,4,0,0,0,3,0,61,61,0,0,0,0.0%,0.0%,0.0%,0,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2020,4,4,0,0,0,3,0,61,65,0,0,0,0.0%,0.0%,0.0%,0,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2020,5,5,0,0,0,2,0,81,63,0,0,0,0.0%,0.0%,0.0%,0,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2020,5,4,1,0,0,3,0,81,66,0,0,0,0.0%,0.0%,0.0%,1,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2021,5,3,1,1,0,3,0,81,72,0,0,0,0.0%,0.0%,0.0%,2,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2021,5,3,1,0,1,3,0,81,73,0,0,0,0.0%,0.0%,0.0%,2,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2021,5,3,0,1,1,3,0,81,73,0,0,0,0.0%,0.0%,0.0%,2,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2021,4,1,1,1,1,3,0,81,72,0,0,0,0.0%,0.0%,0.0%,3,E,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2015,6,6,0,0,0,5,0,107,127,0,0,0,0.0%,0.0%,0.0%,0,F,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2015,6,6,0,0,0,5,0,107,134,2,0,0,1.5%,0.0%,0.0%,0,F,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2015,6,6,0,0,0,5,0,107,146,3,0,0,2.1%,0.0%,0.0%,0,F,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2015,6,6,0,0,0,3,0,107,90,3,0,0,3.3%,0.0%,0.0%,0,F,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2015,6,6,0,0,0,2,0,107,70,3,0,3,4.3%,0.0%,4.3%,0,F,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2015,6,6,0,0,0,2,0,107,70,3,0,3,4.3%,0.0%,4.3%,0,F,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2016,6,6,0,0,0,2,0,107,72,3,0,3,4.2%,0.0%,4.2%,0,F,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2016,6,6,0,0,0,3,0,107,81,4,0,4,4.9%,0.0%,4.9%,0,F,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2016,6,5,0,1,0,3,0,107,91,5,0,6,5.5%,0.0%,6.6%,1,F,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2016,5,4,0,1,0,2,0,107,61,5,0,6,8.2%,0.0%,9.8%,1,F,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2016,5,4,0,1,0,3,0,107,78,6,0,7,7.7%,0.0%,9.0%,1,F,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2016,5,3,1,1,0,3,0,107,89,7,0,9,7.9%,0.0%,10.1%,1,F,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2016,5,5,0,0,0,4,0,100,123,1,0,3,0.8%,0.0%,2.4%,0,F,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2016,5,5,0,0,0,4,0,100,123,1,0,4,0.8%,0.0%,3.3%,0,F,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2016,5,5,0,0,0,2,0,100,79,1,0,4,1.3%,0.0%,5.1%,0,F,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
